Epoch,loss,accuracy,val_loss,val_accuracy,Name,Repetition
0,1.8418916463851929,0.31734374165534973,1.7202404737472534,0.3559444546699524,mix up,0
1,1.6234591007232666,0.3982604146003723,1.6346791982650757,0.3903888761997223,mix up,0
2,1.5416169166564941,0.43409374356269836,1.6765466928482056,0.38749998807907104,mix up,0
3,1.4874557256698608,0.45510417222976685,1.5734496116638184,0.41616666316986084,mix up,0
4,1.4499658346176147,0.4696354269981384,1.5286762714385986,0.43622222542762756,mix up,0
5,1.4246790409088135,0.47867709398269653,1.6465336084365845,0.40327778458595276,mix up,0
6,1.4015506505966187,0.4880104064941406,1.419944167137146,0.46655556559562683,mix up,0
7,1.386038064956665,0.4944791793823242,1.426119089126587,0.4754999876022339,mix up,0
8,1.3719425201416016,0.5021770596504211,1.4442603588104248,0.46149998903274536,mix up,0
9,1.3581948280334473,0.5053541660308838,1.3921464681625366,0.4872777760028839,mix up,0
10,1.3467950820922852,0.5094583630561829,1.4466360807418823,0.46877777576446533,mix up,0
11,1.3391960859298706,0.5153437256813049,1.431588888168335,0.4767777919769287,mix up,0
12,1.329027771949768,0.5156875252723694,1.3841837644577026,0.4841666519641876,mix up,0
13,1.3227940797805786,0.5190104246139526,1.4896122217178345,0.45911112427711487,mix up,0
14,1.3165329694747925,0.5218853950500488,1.3884427547454834,0.48972222208976746,mix up,0
15,1.308754563331604,0.5250625014305115,1.6107330322265625,0.4366111159324646,mix up,0
16,1.3005856275558472,0.5287812352180481,1.3495478630065918,0.4992222189903259,mix up,0
17,1.2972623109817505,0.528124988079071,1.412573218345642,0.476666659116745,mix up,0
18,1.2946233749389648,0.5317187309265137,1.685434103012085,0.40611112117767334,mix up,0
19,1.286606788635254,0.534333348274231,1.3394322395324707,0.5053889155387878,mix up,0
20,1.2839555740356445,0.5331770777702332,1.3461494445800781,0.5043333172798157,mix up,0
21,1.2803617715835571,0.5366874933242798,1.3750038146972656,0.5012221932411194,mix up,0
22,1.2721041440963745,0.5391666889190674,1.4050012826919556,0.48177778720855713,mix up,0
23,1.2717468738555908,0.5385624766349792,1.3988763093948364,0.48811110854148865,mix up,0
24,1.2643852233886719,0.5420728921890259,1.3448607921600342,0.5006666779518127,mix up,0
25,1.2644704580307007,0.5423229336738586,1.3138591051101685,0.5193333625793457,mix up,0
26,1.2598239183425903,0.5431874990463257,1.3979811668395996,0.4950000047683716,mix up,0
27,1.2545287609100342,0.5451562404632568,1.3849385976791382,0.49361109733581543,mix up,0
28,1.2540807723999023,0.543874979019165,1.324152946472168,0.5143333077430725,mix up,0
29,1.2495630979537964,0.5471770763397217,1.3706490993499756,0.4986666738986969,mix up,0
0,1.7952618598937988,0.3343854248523712,1.725040078163147,0.37638887763023376,mix up,1
1,1.5972583293914795,0.4142187535762787,1.5527369976043701,0.4246666729450226,mix up,1
2,1.5173678398132324,0.4463333189487457,1.555809736251831,0.4183333218097687,mix up,1
3,1.4700499773025513,0.464947909116745,1.415165662765503,0.47661110758781433,mix up,1
4,1.4374576807022095,0.4765729308128357,1.4032552242279053,0.47405555844306946,mix up,1
5,1.4133179187774658,0.4869062602519989,1.504818081855774,0.4398888945579529,mix up,1
6,1.3939964771270752,0.4959791600704193,1.5677075386047363,0.4271666705608368,mix up,1
7,1.3772833347320557,0.49950000643730164,1.9542155265808105,0.3573888838291168,mix up,1
8,1.3631675243377686,0.5050937533378601,1.5000382661819458,0.46416667103767395,mix up,1
9,1.348177433013916,0.5098229050636292,1.5255465507507324,0.445888876914978,mix up,1
10,1.3378392457962036,0.5153958201408386,1.5543901920318604,0.4603888988494873,mix up,1
0,1.8350365161895752,0.3214687407016754,1.6883686780929565,0.38716667890548706,mix up,2
1,1.619668960571289,0.402239590883255,1.668074369430542,0.3888888955116272,mix up,2
2,1.5267281532287598,0.43926042318344116,1.8556028604507446,0.36116665601730347,mix up,2
3,1.4784621000289917,0.45871874690055847,1.5949286222457886,0.41644445061683655,mix up,2
4,1.4438587427139282,0.47346875071525574,1.6033520698547363,0.4116666615009308,mix up,2
5,1.4124480485916138,0.4842604100704193,1.4564536809921265,0.4596666693687439,mix up,2
6,1.3858344554901123,0.49509376287460327,1.4288971424102783,0.4788888990879059,mix up,2
7,1.3718196153640747,0.5014895796775818,1.4424409866333008,0.47272223234176636,mix up,2
8,1.3549717664718628,0.5067395567893982,1.443749189376831,0.4750555455684662,mix up,2
9,1.3424761295318604,0.5126562714576721,1.3343391418457031,0.51583331823349,mix up,2
10,1.3243299722671509,0.5198854207992554,1.4433393478393555,0.4805000126361847,mix up,2
11,1.3160290718078613,0.5213645696640015,1.300140380859375,0.5233333110809326,mix up,2
12,1.3062809705734253,0.5274166464805603,1.4826823472976685,0.46950000524520874,mix up,2
13,1.2949992418289185,0.5296458601951599,1.322898268699646,0.5068888664245605,mix up,2
14,1.289703369140625,0.5341249704360962,1.3252015113830566,0.5119444727897644,mix up,2
15,1.2840635776519775,0.5355833172798157,1.3540287017822266,0.5071666836738586,mix up,2
16,1.2740446329116821,0.5375729203224182,1.418421983718872,0.48738887906074524,mix up,2
17,1.2672606706619263,0.5415833592414856,1.3523322343826294,0.5101110935211182,mix up,2
