Epoch,loss,accuracy,val_loss,val_accuracy,Name,Repetition
0,1.7256700992584229,0.38891667127609253,2.344355583190918,0.32722222805023193,2 conv layers,0
1,1.4448963403701782,0.4876527786254883,1.416197657585144,0.4954444468021393,2 conv layers,0
2,1.353999137878418,0.5205416679382324,1.4369728565216064,0.4918888807296753,2 conv layers,0
3,1.2913273572921753,0.5452916622161865,1.3929048776626587,0.5108888745307922,2 conv layers,0
4,1.2495003938674927,0.5603055357933044,1.8500040769577026,0.3884444534778595,2 conv layers,0
5,1.2198888063430786,0.5708611011505127,1.7140685319900513,0.4203888773918152,2 conv layers,0
6,1.191307544708252,0.582111120223999,1.465718150138855,0.49488890171051025,2 conv layers,0
7,1.1671310663223267,0.5905972123146057,1.4190438985824585,0.5096111297607422,2 conv layers,0
8,1.1472914218902588,0.5974305272102356,1.3620176315307617,0.5217777490615845,2 conv layers,0
9,1.1291929483413696,0.606166660785675,1.342663288116455,0.5345555543899536,2 conv layers,0
10,1.1158006191253662,0.6079999804496765,1.4046998023986816,0.5231666564941406,2 conv layers,0
11,1.1041945219039917,0.6122083067893982,1.5586837530136108,0.49000000953674316,2 conv layers,0
12,1.0872009992599487,0.6189028024673462,1.4586632251739502,0.5046666860580444,2 conv layers,0
13,1.0744212865829468,0.6230833530426025,1.4270730018615723,0.516777753829956,2 conv layers,0
14,1.0644179582595825,0.6272361278533936,1.4269073009490967,0.5136111378669739,2 conv layers,0
15,1.0549331903457642,0.6294583082199097,1.4113826751708984,0.5217777490615845,2 conv layers,0
16,1.0437217950820923,0.6337639093399048,1.4248076677322388,0.5235555768013,2 conv layers,0
17,1.036271333694458,0.6345833539962769,1.3980404138565063,0.5308889150619507,2 conv layers,0
18,1.0342553853988647,0.6378055810928345,1.488034725189209,0.5070555806159973,2 conv layers,0
19,1.023868203163147,0.6398472189903259,1.4366483688354492,0.5162222385406494,2 conv layers,0
20,1.015697956085205,0.6415416598320007,1.4552557468414307,0.5169444680213928,2 conv layers,0
21,1.0063122510910034,0.6459444165229797,1.4854037761688232,0.5128333568572998,2 conv layers,0
22,0.9993276000022888,0.6477916836738586,1.5443120002746582,0.49944445490837097,2 conv layers,0
23,0.9919930696487427,0.6513194441795349,1.4704678058624268,0.5225555300712585,2 conv layers,0
24,0.9903984665870667,0.6509444713592529,1.4574403762817383,0.5199999809265137,2 conv layers,0
25,0.9834334850311279,0.6547222137451172,1.4980159997940063,0.5123888850212097,2 conv layers,0
26,0.9764047265052795,0.6558055281639099,1.4573770761489868,0.5218333601951599,2 conv layers,0
27,0.9720509052276611,0.6580833196640015,1.6177740097045898,0.4927777647972107,2 conv layers,0
28,0.9673476815223694,0.660361111164093,1.4747517108917236,0.5205555558204651,2 conv layers,0
29,0.9595659971237183,0.6624305844306946,1.518486738204956,0.51583331823349,2 conv layers,0
0,1.7302899360656738,0.3892916738986969,2.242581844329834,0.33933332562446594,2 conv layers,1
1,1.430121660232544,0.4889861047267914,1.6331828832626343,0.445333331823349,2 conv layers,1
2,1.3284608125686646,0.5287777781486511,1.3827741146087646,0.511222243309021,2 conv layers,1
3,1.2735694646835327,0.5514444708824158,1.3728046417236328,0.5170000195503235,2 conv layers,1
4,1.236471176147461,0.5647083520889282,1.346502423286438,0.5184999704360962,2 conv layers,1
5,1.2101631164550781,0.5747361183166504,1.437657356262207,0.5034444332122803,2 conv layers,1
6,1.1843314170837402,0.5842360854148865,1.4906333684921265,0.48011112213134766,2 conv layers,1
7,1.164905071258545,0.5890694260597229,1.3370959758758545,0.5248333215713501,2 conv layers,1
8,1.148931860923767,0.596708357334137,1.4719080924987793,0.4953888952732086,2 conv layers,1
9,1.132500171661377,0.6028749942779541,1.3171137571334839,0.5347777605056763,2 conv layers,1
10,1.1166527271270752,0.6089583039283752,1.347962737083435,0.5285555720329285,2 conv layers,1
11,1.103756308555603,0.6126388907432556,1.388535976409912,0.5133888721466064,2 conv layers,1
12,1.0925782918930054,0.61793053150177,1.4281119108200073,0.5056111216545105,2 conv layers,1
13,1.0790213346481323,0.6223055720329285,1.4763274192810059,0.4942222237586975,2 conv layers,1
14,1.0758658647537231,0.6227777600288391,1.4126256704330444,0.5133888721466064,2 conv layers,1
15,1.063732624053955,0.6262639164924622,1.3479161262512207,0.5378888845443726,2 conv layers,1
16,1.051558256149292,0.6303750276565552,1.501011848449707,0.508055567741394,2 conv layers,1
17,1.0377947092056274,0.6362361311912537,1.5592983961105347,0.480222225189209,2 conv layers,1
18,1.0360596179962158,0.6367360949516296,1.4482848644256592,0.5122222304344177,2 conv layers,1
19,1.0256143808364868,0.6387639045715332,1.5675121545791626,0.4920555651187897,2 conv layers,1
20,1.0107871294021606,0.6449305415153503,1.5058479309082031,0.49988889694213867,2 conv layers,1
21,1.0024210214614868,0.6482499837875366,1.5055092573165894,0.5068333148956299,2 conv layers,1
22,0.9922803640365601,0.6507499814033508,1.4811313152313232,0.5055555701255798,2 conv layers,1
23,0.9852064847946167,0.656125009059906,1.4612159729003906,0.5171111226081848,2 conv layers,1
24,0.9786826968193054,0.655916690826416,1.4648792743682861,0.515666663646698,2 conv layers,1
25,0.9710662961006165,0.6595972180366516,1.6594057083129883,0.48222222924232483,2 conv layers,1
26,0.9649578928947449,0.6615416407585144,1.6930981874465942,0.47099998593330383,2 conv layers,1
27,0.9606732726097107,0.6630277633666992,1.5178956985473633,0.5111666917800903,2 conv layers,1
28,0.9568238854408264,0.664472222328186,1.5648525953292847,0.5012221932411194,2 conv layers,1
29,0.949415922164917,0.6671527624130249,1.5955517292022705,0.4966111183166504,2 conv layers,1
0,1.725108027458191,0.39152777194976807,1.5708009004592896,0.4391111135482788,2 conv layers,2
1,1.466823935508728,0.476666659116745,1.5234684944152832,0.45500001311302185,2 conv layers,2
2,1.370854377746582,0.5127500295639038,1.450212001800537,0.4781666696071625,2 conv layers,2
3,1.3117868900299072,0.5359722375869751,1.3673652410507202,0.5203889012336731,2 conv layers,2
4,1.2676441669464111,0.5523611307144165,1.4114837646484375,0.5061110854148865,2 conv layers,2
5,1.2371662855148315,0.5631250143051147,1.379173994064331,0.5103889107704163,2 conv layers,2
6,1.2132437229156494,0.5713611245155334,1.4022597074508667,0.5064444541931152,2 conv layers,2
7,1.1924550533294678,0.581458330154419,1.4358640909194946,0.496055543422699,2 conv layers,2
8,1.1819058656692505,0.5869444608688354,1.3897696733474731,0.5174444317817688,2 conv layers,2
9,1.1600441932678223,0.5933055281639099,1.4558743238449097,0.4945000112056732,2 conv layers,2
10,1.1423412561416626,0.5995277762413025,1.4457943439483643,0.5041666626930237,2 conv layers,2
11,1.1293964385986328,0.6032222509384155,1.6226600408554077,0.4507777690887451,2 conv layers,2
12,1.1170451641082764,0.6098889112472534,1.4413070678710938,0.5075555443763733,2 conv layers,2
13,1.1071178913116455,0.6129305362701416,1.3814096450805664,0.5253333449363708,2 conv layers,2
14,1.0942142009735107,0.617263913154602,1.4683256149291992,0.5043333172798157,2 conv layers,2
15,1.08853280544281,0.6196110844612122,1.384696125984192,0.5261666774749756,2 conv layers,2
16,1.0761662721633911,0.6240972280502319,1.4151883125305176,0.5202222466468811,2 conv layers,2
17,1.0680832862854004,0.6269721984863281,1.431397795677185,0.5220555663108826,2 conv layers,2
18,1.0611670017242432,0.6267916560173035,1.4055087566375732,0.5270000100135803,2 conv layers,2
19,1.0546796321868896,0.6308333277702332,1.4884711503982544,0.5012221932411194,2 conv layers,2
20,1.0533775091171265,0.6319860816001892,1.570873498916626,0.504111111164093,2 conv layers,2
21,1.0466123819351196,0.6342499852180481,1.4688340425491333,0.5045555830001831,2 conv layers,2
22,1.0338430404663086,0.6385277509689331,1.4359536170959473,0.5223333239555359,2 conv layers,2
