Epoch,loss,accuracy,val_loss,val_accuracy,Name,Repetition
0,1.7783310413360596,0.3874596655368805,1.1897737979888916,0.5958333611488342,CNN,0
1,1.047018051147461,0.6397177577018738,0.8647191524505615,0.706250011920929,CNN,0
2,0.8200989365577698,0.7169758081436157,0.7174839377403259,0.7669872045516968,CNN,0
3,0.715168833732605,0.7582257986068726,0.6557459235191345,0.7801281809806824,CNN,0
4,0.6434119939804077,0.7835080623626709,0.6654428243637085,0.7818910479545593,CNN,0
5,0.6022113561630249,0.7966532111167908,0.6477578282356262,0.7847756147384644,CNN,0
6,0.5591177344322205,0.8115725517272949,0.5264380574226379,0.8306089639663696,CNN,0
7,0.539750874042511,0.8162903189659119,0.5847629904747009,0.8025640845298767,CNN,0
8,0.5023181438446045,0.8314113020896912,0.557681143283844,0.817147433757782,CNN,0
9,0.4928549528121948,0.8344354629516602,0.5370445847511292,0.8262820243835449,CNN,0
10,0.4697866439819336,0.8432257771492004,0.5283968448638916,0.8261218070983887,CNN,0
11,0.44978952407836914,0.8470564484596252,0.6112449169158936,0.808012843132019,CNN,0
12,0.44439464807510376,0.8516532182693481,0.5565876960754395,0.8225961327552795,CNN,0
13,0.4261486828327179,0.8555241823196411,0.5278412699699402,0.8314102292060852,CNN,0
14,0.4143944978713989,0.860120952129364,0.5053515434265137,0.8328525424003601,CNN,0
15,0.40205487608909607,0.8643548488616943,0.5298914313316345,0.826442301273346,CNN,0
16,0.3952450752258301,0.8688709735870361,0.5186818242073059,0.8285256624221802,CNN,0
17,0.37805411219596863,0.8729838728904724,0.49230289459228516,0.8419871926307678,CNN,0
18,0.37849128246307373,0.8730241656303406,0.5165383815765381,0.8368589878082275,CNN,0
19,0.3698607087135315,0.8767741918563843,0.45678481459617615,0.8584935665130615,CNN,0
0,1.7287038564682007,0.41205644607543945,1.2398256063461304,0.5599358677864075,CNN,1
1,1.0076011419296265,0.6535887122154236,0.8439875841140747,0.704647421836853,CNN,1
2,0.7960845232009888,0.728951632976532,0.7709973454475403,0.7286859154701233,CNN,1
3,0.6969179511070251,0.7639113068580627,0.6975734829902649,0.7604166865348816,CNN,1
4,0.6337572932243347,0.784435510635376,0.5858108401298523,0.8057692050933838,CNN,1
5,0.5881327390670776,0.8045161366462708,0.5789600014686584,0.8008012771606445,CNN,1
6,0.5486583113670349,0.8142741918563843,0.56700599193573,0.8100961446762085,CNN,1
7,0.523568868637085,0.8240725994110107,0.515017569065094,0.8339743614196777,CNN,1
8,0.4956893026828766,0.8323790431022644,0.5101127624511719,0.8277243375778198,CNN,1
9,0.4802902936935425,0.8392338752746582,0.4831795394420624,0.8413461446762085,CNN,1
10,0.45943617820739746,0.8441935777664185,0.496817946434021,0.8402243852615356,CNN,1
11,0.4490678906440735,0.8497580885887146,0.5175747871398926,0.8302884697914124,CNN,1
12,0.43039149045944214,0.8564112782478333,0.47152426838874817,0.846794843673706,CNN,1
13,0.4179426431655884,0.856290340423584,0.47956112027168274,0.8431089520454407,CNN,1
14,0.4061996638774872,0.8625806570053101,0.45917177200317383,0.848237156867981,CNN,1
15,0.39417731761932373,0.8672177195549011,0.46742573380470276,0.8453525900840759,CNN,1
16,0.3909095525741577,0.8673387169837952,0.4859585762023926,0.8413461446762085,CNN,1
17,0.3817284107208252,0.8688709735870361,0.42111003398895264,0.865705132484436,CNN,1
18,0.37401387095451355,0.8740322589874268,0.4560653269290924,0.8568910360336304,CNN,1
19,0.36640822887420654,0.8755242228507996,0.46871376037597656,0.846794843673706,CNN,1
0,1.8540174961090088,0.3716532289981842,1.3465056419372559,0.5562499761581421,CNN,2
1,1.1606225967407227,0.5997177362442017,0.9221822023391724,0.682852566242218,CNN,2
2,0.9040502905845642,0.6912500262260437,0.8147475123405457,0.7286859154701233,CNN,2
3,0.768127977848053,0.7424193620681763,0.7978861331939697,0.7395833134651184,CNN,2
4,0.6980732679367065,0.765685498714447,0.6257827281951904,0.795192301273346,CNN,2
5,0.6363767385482788,0.7850000262260437,0.653897762298584,0.790544867515564,CNN,2
6,0.6001514196395874,0.7994757890701294,0.608668863773346,0.7996794581413269,CNN,2
7,0.5701565146446228,0.8073790073394775,0.5932895541191101,0.7995192408561707,CNN,2
8,0.5362381935119629,0.819516122341156,0.5662853121757507,0.8099358677864075,CNN,2
9,0.5149455070495605,0.8278225660324097,0.5601850152015686,0.8160256147384644,CNN,2
10,0.4913681745529175,0.8351612687110901,0.5134275555610657,0.8365384340286255,CNN,2
11,0.4753906726837158,0.8408467769622803,0.5223265290260315,0.8270833492279053,CNN,2
12,0.4607340097427368,0.8440725803375244,0.48099157214164734,0.8447115421295166,CNN,2
13,0.4408837854862213,0.8501209616661072,0.46871843934059143,0.848557710647583,CNN,2
14,0.4288500249385834,0.8544757962226868,0.5516723394393921,0.8285256624221802,CNN,2
15,0.4146232604980469,0.8604435324668884,0.5561548471450806,0.8237179517745972,CNN,2
16,0.4054386615753174,0.8635886907577515,0.5196895599365234,0.8307692408561707,CNN,2
17,0.39262986183166504,0.8659273982048035,0.5322726368904114,0.8291666507720947,CNN,2
18,0.3944017291069031,0.8665322661399841,0.5308514833450317,0.831250011920929,CNN,2
19,0.37553170323371887,0.8743548393249512,0.5021347999572754,0.8363782167434692,CNN,2
0,1.7489607334136963,0.40100806951522827,1.289509654045105,0.5693910121917725,CNN,3
1,1.0727685689926147,0.6344354748725891,1.0286680459976196,0.646955132484436,CNN,3
2,0.8369030952453613,0.7158870697021484,0.7723969221115112,0.740705132484436,CNN,3
3,0.7213101983070374,0.7569758296012878,0.6614260077476501,0.7756410241127014,CNN,3
4,0.6608745455741882,0.7768951654434204,0.6446415185928345,0.7834935784339905,CNN,3
5,0.6029265522956848,0.7972983717918396,0.5601156949996948,0.8165063858032227,CNN,3
6,0.5603255033493042,0.810967743396759,0.557322084903717,0.8107371926307678,CNN,3
7,0.5299923419952393,0.8239113092422485,0.5116042494773865,0.8315705060958862,CNN,3
8,0.5018778443336487,0.8329838514328003,0.5421534776687622,0.8190705180168152,CNN,3
9,0.47807976603507996,0.8396371006965637,0.5356606841087341,0.8330128192901611,CNN,3
10,0.4570383131504059,0.848548412322998,0.5850473046302795,0.8145833611488342,CNN,3
11,0.43522652983665466,0.8544757962226868,0.5082497596740723,0.8363782167434692,CNN,3
12,0.4195932447910309,0.8576209545135498,0.49774986505508423,0.8399038314819336,CNN,3
13,0.4115603268146515,0.860927402973175,0.4921140968799591,0.8479166626930237,CNN,3
14,0.40198570489883423,0.8640322685241699,0.48189592361450195,0.8459935784339905,CNN,3
15,0.3869529664516449,0.8695564270019531,0.4709915220737457,0.8564102649688721,CNN,3
16,0.37744125723838806,0.873467743396759,0.5472589731216431,0.8402243852615356,CNN,3
17,0.3761395812034607,0.874879002571106,0.46050727367401123,0.8596153855323792,CNN,3
18,0.3611293435096741,0.8786693811416626,0.4505610167980194,0.8618589639663696,CNN,3
19,0.3501964211463928,0.8827419281005859,0.47720199823379517,0.8560897707939148,CNN,3
0,1.810163974761963,0.3872983753681183,1.3198496103286743,0.5540063977241516,CNN,4
1,1.0955814123153687,0.6241129040718079,0.8576867580413818,0.7024038434028625,CNN,4
2,0.8537764549255371,0.7069758176803589,0.7080134749412537,0.7583333253860474,CNN,4
3,0.7414839267730713,0.7481854557991028,0.6680784821510315,0.7804487347602844,CNN,4
4,0.6712158918380737,0.7696371078491211,0.6427302360534668,0.7828525900840759,CNN,4
5,0.6141353249549866,0.7942338585853577,0.5791369676589966,0.809455156326294,CNN,4
6,0.5802388191223145,0.803024172782898,0.558333694934845,0.8166666626930237,CNN,4
7,0.5512021780014038,0.8143548369407654,0.5872032642364502,0.8120192289352417,CNN,4
8,0.5215719938278198,0.8256855010986328,0.502048909664154,0.8352563977241516,CNN,4
9,0.4906981885433197,0.8333467841148376,0.555661141872406,0.8211538195610046,CNN,4
10,0.4896749258041382,0.8356854915618896,0.5051998496055603,0.8371794819831848,CNN,4
11,0.4648025929927826,0.8444355130195618,0.508750855922699,0.8365384340286255,CNN,4
12,0.4502376317977905,0.8476613163948059,0.49308985471725464,0.8466346263885498,CNN,4
13,0.4372611343860626,0.8516935706138611,0.49741941690444946,0.8374999761581421,CNN,4
14,0.4260747730731964,0.8578628897666931,0.5236230492591858,0.8330128192901611,CNN,4
15,0.4169347882270813,0.8561693429946899,0.45900142192840576,0.8511217832565308,CNN,4
16,0.40774649381637573,0.860927402973175,0.5326106548309326,0.8325320482254028,CNN,4
17,0.39415833353996277,0.8657661080360413,0.47495391964912415,0.8480769395828247,CNN,4
18,0.3873558044433594,0.868790328502655,0.5191761255264282,0.8413461446762085,CNN,4
19,0.3792524039745331,0.8715322613716125,0.5399850606918335,0.8366987109184265,CNN,4
